date,country_name,new_confirmed,cumulative_persons_fully_vaccinated,mobility_workplaces,mobility_residential,average_temperature_celsius
2020-04-01,United Kingdom,4933,0,-69,28,6.166667
2020-04-01,India,336,0,-68,29,30.5
2020-04-01,France,4861,0,-71,31,6.366667
2020-04-01,Colombia,163,0,-73,33,21.952381
2020-04-01,South Africa,76,0,-73,35,19.388889
2020-04-01,Chile,293,0,-51,26,17.185185
2020-04-01,United States of America,22132,0,-49,20,14.481481
2020-04-01,Turkey,2148,0,-49,22,7.627778
2020-04-01,Germany,6174,0,-43,17,3.827778
2020-04-01,Japan,61,0,-10,7,12.65
2020-04-01,South Korea,86,0,-8,7,10.522222
2020-04-02,United Kingdom,4855,0,-70,29,7.116667
2020-04-02,India,601,0,-69,30,30.842593
2020-04-02,France,2116,0,-73,33,6.033333
2020-04-02,Colombia,101,0,-73,34,23.231481
2020-04-02,South Africa,50,0,-73,37,18.822222
2020-04-02,Chile,373,0,-51,27,17.074074
2020-04-02,United States of America,24501,0,-50,21,7.481481
2020-04-02,Turkey,2456,0,-50,23,9.805556
2020-04-02,Germany,6082,0,-43,17,5.733333
2020-04-02,Japan,318,0,-10,6,9.538889
2020-04-02,South Korea,94,0,-6,7,10.611111
2020-04-03,United Kingdom,4892,0,-69,29,5.266667
2020-04-03,India,472,0,-67,30,29.84127
2020-04-03,Colombia,108,0,-71,36,24.769841
2020-04-03,France,5233,0,-72,37,7.683333
2020-04-03,South Africa,64,0,-73,38,18.185185
2020-04-03,United States of America,26289,0,-50,22,-2.518519
2020-04-03,Turkey,2786,0,-50,25,5.811111
2020-04-03,Chile,333,0,-50,29,16.703704
2020-04-03,Germany,5936,0,-44,19,6.527778
2020-04-03,Japan,336,0,-11,7,12.25
2020-04-03,South Korea,81,0,-6,7,11.883333
2020-04-04,United Kingdom,4002,0,-57,19,7.617284
2020-04-04,France,4267,0,-57,24,9.955556
2020-04-04,South Africa,40,0,-55,27,18.438272
2020-04-04,India,693,0,-61,28,28.595238
2020-04-04,Colombia,140,0,-66,31,25.269841
2020-04-04,Turkey,3013,0,-46,23,11.194444
2020-04-04,Chile,424,0,-42,23,15.677778
2020-04-04,United States of America,26576,0,-37,15,0.141975
2020-04-04,Germany,3677,0,-31,12,7.783333
2020-04-04,Japan,383,0,-12,8,13.483333
2020-04-04,South Korea,47,0,-8,7,8.197531
2020-04-05,United Kingdom,3583,0,-54,15,11.438272
2020-04-05,France,1873,0,-53,17,13.166667
2020-04-05,Colombia,79,0,-57,26,23.825397
2020-04-05,Turkey,3135,0,-48,19,14.672222
2020-04-05,South Africa,54,0,-44,22,20.955556
2020-04-05,India,354,0,-43,21,29.018519
2020-04-05,Chile,310,0,-42,20,16.366667
2020-04-05,United States of America,21643,0,-40,13,4.895062
2020-04-05,Germany,3834,0,-30,8,11.522222
2020-04-05,South Korea,47,0,-13,6,6.85
2020-04-05,Japan,252,0,-13,8,9.55
2020-04-06,United Kingdom,5257,0,-70,27,10.055556
2020-04-06,India,853,0,-68,30,30.746032
2020-04-06,France,3912,0,-72,31,11.355556
2020-04-06,Colombia,103,0,-72,34,24.785714
2020-04-06,South Africa,45,0,-73,37,19.405556
2020-04-06,Turkey,3148,0,-51,23,12.216667
2020-04-06,United States of America,24532,0,-50,20,15.216049
2020-04-06,Chile,344,0,-49,24,15.685185
2020-04-06,Germany,4003,0,-44,15,13.802469
2020-04-06,Japan,351,0,-11,7,10.216667
2020-04-06,South Korea,53,0,-3,6,11.572222
2020-04-07,Turkey,3892,0,-52,23,10.4
2020-04-07,United Kingdom,5430,0,-70,27,8.744444
2020-04-07,India,591,0,-67,28,29.865079
2020-04-07,France,3777,0,-72,32,14.4
2020-04-07,Colombia,137,0,-71,33,23.960317
2020-04-07,South Africa,76,0,-73,36,13.877778
2020-04-07,United States of America,26271,0,-51,21,18.703704
2020-04-07,Chile,301,0,-50,23,15.583333
2020-04-07,Germany,4974,0,-45,16,14.641975
2020-04-07,Japan,511,0,-13,8,12.494444
2020-04-07,South Korea,39,0,-4,5,12.983333
2020-04-08,United Kingdom,5116,0,-70,27,10.272222
2020-04-08,India,547,0,-67,29,28.407407
2020-04-08,France,3881,0,-70,30,15.133333
2020-04-08,Colombia,348,0,-72,32,24.079365
2020-04-08,South Africa,116,0,-74,36,14.633333
2020-04-08,United States of America,27104,0,-51,21,16.932099
2020-04-08,Turkey,4117,0,-51,23,10.527778
2020-04-08,Chile,430,0,-50,24,15.018519
2020-04-08,Germany,5323,0,-45,15,16.016667
2020-04-08,Japan,579,0,-16,9,14.477778
2020-04-08,South Korea,27,0,-6,6,9.427778
2020-04-09,United States of America,28730,0,-52,22,8.37037
2020-04-09,United Kingdom,4847,0,-70,27,7.9
2020-04-09,India,1035,0,-68,30,28.952381
2020-04-09,France,4286,0,-71,32,15.522222
2020-04-09,South Africa,73,0,-74,36,18.977778
2020-04-09,Colombia,179,0,-83,38,23.912698
2020-04-09,Chile,426,0,-51,23,15.564815
2020-04-09,Turkey,4056,0,-50,23,9.466667
2020-04-09,Germany,4133,0,-47,15,14.95679
2020-04-09,Japan,658,0,-17,10,12.733333
2020-04-09,South Korea,30,0,-4,6,10.461111
2020-04-10,United States of America,26144,0,-56,24,4.950617
2020-04-10,Germany,2821,0,-86,29,13.25
2020-04-10,United Kingdom,4310,0,-80,32,12.104938
2020-04-10,India,909,0,-69,32,30.380952
2020-04-10,France,4342,0,-71,36,15.922222
2020-04-10,Chile,529,0,-78,38,15.342593
2020-04-10,Colombia,253,0,-85,42,24.02381
2020-04-10,South Africa,39,0,-85,44,19.666667
2020-04-10,Turkey,4747,0,-51,24,9.633333
2020-04-10,Japan,743,0,-18,12,9.783333
2020-04-10,South Korea,32,0,-5,7,10.1
2020-04-11,United Kingdom,3557,0,-57,19,12.753086
2020-04-11,France,3114,0,-55,23,15.961111
2020-04-11,Chile,426,0,-56,26,14.833333
2020-04-11,South Africa,90,0,-56,27,20.838889
2020-04-11,India,796,0,-64,30,30.601852
2020-04-11,Colombia,237,0,-69,32,22.84127
2020-04-11,Turkey,5138,0,-78,34,10.833333
2020-04-11,United States of America,26942,0,-38,14,15.141975
2020-04-11,Germany,2537,0,-29,10,12.302469
2020-04-11,Japan,507,0,-22,12,11.383333
2020-04-11,South Korea,25,0,-7,6,8.91358
2020-04-12,United Kingdom,3478,0,-58,16,8.111111
2020-04-12,Turkey,4789,0,-70,25,10.772222
2020-04-12,Colombia,72,0,-57,26,22.650794
2020-04-12,France,1613,0,-50,17,15.805556
2020-04-12,South Africa,87,0,-46,23,20.4
2020-04-12,United States of America,23107,0,-45,13,5.814815
2020-04-12,Chile,286,0,-44,21,14.8
2020-04-12,India,1211,0,-44,22,31.462963
2020-04-12,Germany,2082,0,-26,6,15.271605
2020-04-12,Japan,390,0,-22,12,9.577778
2020-04-12,South Korea,27,0,-13,7,8.344444
2020-04-13,Germany,2486,0,-88,28,7.41358
2020-04-13,United Kingdom,4165,0,-83,31,3.911111
2020-04-13,India,1076,0,-66,31,31.7
2020-04-13,Colombia,82,0,-69,33,24.166667
2020-04-13,France,2673,0,-89,38,14.955556
2020-04-13,South Africa,94,0,-85,42,19.105556
2020-04-13,United States of America,21028,0,-51,21,-0.790123
2020-04-13,Turkey,4093,0,-48,19,11.366667
2020-04-13,Chile,312,0,-48,24,14.361111
2020-04-13,Japan,455,0,-20,13,9.661111
2020-04-13,South Korea,27,0,-3,6,8.633333
2020-04-14,United Kingdom,4297,0,-70,27,4.977778
2020-04-14,India,941,0,-69,30,31.944444
2020-04-14,France,5497,0,-70,31,9.672222
2020-04-14,Colombia,142,0,-69,33,23.087302
2020-04-14,South Africa,159,0,-72,36,16.472222
2020-04-14,United States of America,22124,0,-50,20,1.320988
2020-04-14,Turkey,4062,0,-49,20,14.661111
2020-04-14,Chile,392,0,-48,23,13.944444
2020-04-14,Germany,2866,0,-45,17,5.322222
2020-04-14,Japan,482,0,-20,12,10.638889
2020-04-14,South Korea,22,0,-3,2,13.544444
2020-04-15,United Kingdom,5039,0,-69,27,9.544444
2020-04-15,France,2633,0,-68,29,12.255556
2020-04-15,India,1007,0,-64,29,32.122222
2020-04-15,Colombia,139,0,-69,32,22.992063
2020-04-15,South Africa,98,0,-72,36,14.037037
2020-04-15,South Korea,22,0,-50,17,12.861111
2020-04-15,United States of America,21883,0,-49,20,4.339506
2020-04-15,Turkey,4281,0,-49,22,12.411111
2020-04-15,Chile,356,0,-48,24,14.935185
2020-04-15,Germany,3380,0,-44,16,9.006173
2020-04-15,Japan,585,0,-21,11,14.35
2020-04-16,United Kingdom,5272,0,-69,28,8.466667
2020-04-16,India,991,0,-65,30,31.533333
2020-04-16,France,2641,0,-69,31,16.155556
2020-04-16,Colombia,140,0,-69,33,23.793651
2020-04-16,South Africa,151,0,-71,36,13.633333
2020-04-16,United States of America,27535,0,-49,21,4.481481
2020-04-16,Chile,534,0,-48,25,15.055556
2020-04-16,Turkey,4801,0,-47,21,10.15
2020-04-16,Germany,3609,0,-43,16,14.290123
2020-04-16,Japan,628,0,-22,12,13.827778
2020-04-16,South Korea,18,0,-4,6,14.183333
2020-04-17,United Kingdom,4932,0,-68,29,6.944444
2020-04-17,India,1334,0,-65,31,32.855556
2020-04-17,Colombia,219,0,-66,35,23.293651
2020-04-17,France,405,0,-68,35,15.938889
2020-04-17,South Africa,261,0,-70,38,17.355556
2020-04-17,Turkey,4353,0,-48,21,13.3
2020-04-17,United States of America,25798,0,-48,22,1.962963
2020-04-17,Chile,445,0,-47,28,16.055556
2020-04-17,Germany,2458,0,-43,16,14.6
2020-04-17,Japan,566,0,-23,14,16.1
2020-04-17,South Korea,8,0,-6,9,11.222222
2020-04-18,United Kingdom,4698,0,-54,19,5.981481
2020-04-18,France,2569,0,-52,23,15.477778
2020-04-18,South Africa,136,0,-52,26,18.327778
2020-04-18,India,1553,0,-60,28,31.177778
2020-04-18,Colombia,194,0,-62,30,22.52381
2020-04-18,Turkey,3783,0,-76,31,17.594444
2020-04-18,Chile,478,0,-37,21,16.077778
2020-04-18,United States of America,23933,0,-33,14,9.987654
2020-04-18,Japan,390,0,-26,16,14.233333
2020-04-18,Germany,1775,0,-22,10,15.166667
2020-04-18,South Korea,13,0,-4,6,12.679012
2020-04-19,Turkey,3977,0,-66,22,17.922222
2020-04-19,Colombia,182,0,-54,25,23.404762
2020-04-19,United Kingdom,3849,0,-49,14,6.975309
2020-04-19,France,785,0,-49,17,15.2
2020-04-19,India,1336,0,-42,22,30.619048
2020-04-19,South Africa,103,0,-42,23,20.483333
2020-04-19,Chile,358,0,-38,20,18.5
2020-04-19,United States of America,24208,0,-37,11,13.246914
2020-04-19,Japan,368,0,-23,11,15.0
2020-04-19,Germany,1785,0,-22,7,11.833333
2020-04-19,South Korea,9,0,-12,7,10.35
2020-04-20,United Kingdom,4412,0,-67,25,7.488889
2020-04-20,France,2051,0,-68,30,15.866667
2020-04-20,India,1383,0,-63,30,32.0
2020-04-20,Colombia,192,0,-66,32,25.444444
2020-04-20,South Africa,128,0,-69,35,21.227778
2020-04-20,United States of America,23524,0,-48,19,12.981481
2020-04-20,Chile,419,0,-45,22,18.231481
2020-04-20,Turkey,4674,0,-44,16,18.688889
2020-04-20,Germany,2237,0,-36,13,11.296296
2020-04-20,Japan,377,0,-23,14,14.944444
2020-04-20,South Korea,11,0,-2,6,11.077778
2020-04-21,United Kingdom,4764,0,-67,26,8.65
2020-04-21,India,1409,0,-64,29,28.896825
2020-04-21,France,2667,0,-68,31,13.716667
2020-04-21,Colombia,182,0,-66,32,24.083333
2020-04-21,South Africa,220,0,-69,35,20.8
2020-04-21,United States of America,23022,0,-49,20,13.746914
2020-04-21,Chile,325,0,-46,22,16.453704
2020-04-21,Turkey,4611,0,-45,17,13.183333
2020-04-21,Germany,2352,0,-35,14,12.716049
2020-04-21,Japan,423,0,-25,14,14.7
2020-04-21,South Korea,8,0,-2,4,8.788889
2020-04-22,United Kingdom,5485,0,-66,27,9.516667
2020-04-22,France,1827,0,-65,28,15.677778
2020-04-22,India,1684,0,-63,29,28.960317
2020-04-22,Colombia,201,0,-66,32,23.198413
2020-04-22,South Africa,214,0,-69,35,19.983333
2020-04-22,United States of America,27548,0,-49,20,15.740741
2020-04-22,Turkey,3083,0,-45,16,10.288889
2020-04-22,Chile,464,0,-45,22,16.787037
2020-04-22,Germany,2337,0,-35,13,13.907407
2020-04-22,Japan,469,0,-26,14,10.222222
2020-04-22,South Korea,6,0,-4,6,7.116667
2020-04-23,United Kingdom,5142,0,-66,27,9.488889
2020-04-23,France,1653,0,-67,30,16.105556
2020-04-23,India,1429,0,-64,30,29.15873
2020-04-23,Colombia,206,0,-66,32,23.507937
2020-04-23,Turkey,3116,0,-80,35,6.927778
2020-04-23,South Africa,279,0,-69,35,19.194444
2020-04-23,United States of America,29842,0,-49,21,15.765432
2020-04-23,Chile,516,0,-45,24,16.222222
2020-04-23,Germany,2055,0,-35,13,14.409722
2020-04-23,Japan,441,0,-26,15,10.394444
2020-04-23,South Korea,10,0,-2,5,8.788889
2020-04-24,United Kingdom,4947,0,-65,27,9.161111
2020-04-24,India,1990,0,-63,30,28.944444
2020-04-24,France,1773,0,-66,33,15.744444
2020-04-24,Colombia,316,0,-63,34,23.47619
2020-04-24,South Africa,348,0,-68,36,17.488889
2020-04-24,Turkey,3122,0,-78,39,8.65
2020-04-24,United States of America,30601,0,-48,21,12.481481
2020-04-24,Chile,494,0,-45,26,16.203704
2020-04-24,Germany,1737,0,-36,14,14.296296
2020-04-24,Japan,353,0,-26,16,10.1
2020-04-24,South Korea,10,0,-2,6,11.172222
2020-04-25,Colombia,268,0,-57,29,24.936508
2020-04-25,India,1396,0,-59,29,27.888889
2020-04-25,Turkey,2861,0,-74,33,12.033333
2020-04-25,United Kingdom,3742,0,-51,18,10.228395
2020-04-25,France,1537,0,-49,22,13.0
2020-04-25,South Africa,184,0,-48,23,16.344444
2020-04-25,Chile,552,0,-35,21,16.677778
2020-04-25,United States of America,30455,0,-32,12,12.154321
2020-04-25,Japan,203,0,-26,14,15.211111
2020-04-25,Germany,1018,0,-19,9,10.222222
2020-04-25,South Korea,10,0,-4,5,14.722222
2020-04-26,Turkey,2357,0,-63,23,13.683333
2020-04-26,Colombia,243,0,-50,24,25.309524
2020-04-26,United Kingdom,3469,0,-48,14,9.641975
2020-04-26,France,461,0,-43,16,15.366667
2020-04-26,India,1543,0,-41,22,26.460317
2020-04-26,South Africa,240,0,-40,22,17.233333
2020-04-26,United States of America,24641,0,-36,11,13.438272
2020-04-26,Chile,473,0,-36,19,14.566667
2020-04-26,Japan,191,0,-27,12,16.472222
2020-04-26,Germany,1144,0,-18,6,12.15873
2020-04-26,South Korea,14,0,-8,3,11.266667
2020-04-27,United Kingdom,4700,0,-65,25,7.683333
2020-04-27,France,3764,0,-65,28,14.211111
2020-04-27,Colombia,229,0,-60,30,22.722222
2020-04-27,India,1897,0,-62,31,26.436508
2020-04-27,South Africa,205,0,-82,40,13.833333
2020-04-27,United States of America,22570,0,-46,18,19.574074
2020-04-27,Turkey,2131,0,-43,17,15.983333
2020-04-27,Chile,482,0,-42,23,14.722222
2020-04-27,Germany,1304,0,-33,12,14.746914
2020-04-27,Japan,276,0,-26,15,14.122222
2020-04-27,South Korea,9,0,-1,4,11.822222
2020-04-28,United Kingdom,4712,0,-66,25,6.044444
2020-04-28,Colombia,366,0,-60,26,24.255556
2020-04-28,France,1520,0,-65,28,12.988889
2020-04-28,India,1718,0,-63,28,28.698413
2020-04-28,South Africa,357,0,-67,32,12.577778
2020-04-28,United States of America,22433,0,-48,12,19.5
2020-04-28,Turkey,2392,0,-45,17,15.35
2020-04-28,Chile,552,0,-43,16,14.87037
2020-04-28,Germany,1478,0,-33,13,13.512346
2020-04-28,Japan,236,0,-27,14,13.305556
2020-04-28,South Korea,4,0,-1,1,14.333333
2020-04-29,Japan,193,0,-64,22,16.45
2020-04-29,France,-1417,0,-62,27,11.194444
2020-04-29,United Kingdom,5422,0,-66,27,6.211111
2020-04-29,Colombia,278,0,-60,29,23.296296
2020-04-29,India,1993,0,-61,29,29.31746
2020-04-29,South Africa,296,0,-67,33,12.549383
2020-04-29,United States of America,24870,0,-47,19,13.506173
2020-04-29,Turkey,2936,0,-43,19,16.572222
2020-04-29,Chile,770,0,-42,22,13.37963
2020-04-29,Germany,1639,0,-33,13,13.688889
2020-04-29,South Korea,9,0,-3,-2,16.3
2020-04-30,South Korea,6,0,-54,11,18.655556
2020-04-30,United Kingdom,4955,0,-66,27,7.572222
2020-04-30,Colombia,319,0,-60,28,24.9
2020-04-30,France,1139,0,-64,28,10.755556
2020-04-30,India,2293,0,-61,29,31.071429
2020-04-30,South Africa,299,0,-65,31,14.316667
2020-04-30,United States of America,29669,0,-47,19,14.092593
2020-04-30,Turkey,2615,0,-42,16,15.4
2020-04-30,Chile,888,0,-42,19,13.87037
2020-04-30,Germany,945,0,-34,12,12.083333
2020-04-30,Japan,264,0,-32,16,19.044444
2020-05-01,United Kingdom,4731,0,-64,27,7.6
2020-05-01,Germany,793,0,-84,28,9.969136
2020-05-01,India,2644,0,-64,30,31.404762
2020-05-01,South Africa,380,0,-76,35,14.7
2020-05-01,Chile,985,0,-78,36,13.055556
2020-05-01,Colombia,488,0,-73,36,21.814815
2020-05-01,Turkey,2188,0,-80,38,11.25
2020-05-01,France,604,0,-88,42,11.722222
2020-05-01,South Korea,13,0,-46,13,23.066667
2020-05-01,United States of America,27850,0,-45,18,20.685185
2020-05-01,Japan,294,0,-35,19,20.116667
2020-05-02,Colombia,288,0,-54,27,23.81746
2020-05-02,India,2553,0,-54,27,30.634921
2020-05-02,Turkey,1983,0,-72,32,13.016667
2020-05-02,United Kingdom,3232,0,-49,17,9.17284
2020-05-02,France,794,0,-46,21,12.611111
2020-05-02,Chile,1427,0,-37,20,13.566667
2020-05-02,South Africa,444,0,-35,20,15.622222
2020-05-02,Japan,218,0,-30,15,21.577778
2020-05-02,United States of America,26346,0,-29,10,19.240741
2020-05-02,Germany,679,0,-20,9,7.979167
2020-05-02,South Korea,8,0,-15,2,21.191358
2020-05-03,Turkey,1670,0,-61,23,12.744444
2020-05-03,Colombia,428,0,-47,23,23.753968
2020-05-03,United Kingdom,2980,0,-46,14,8.469136
2020-05-03,France,308,0,-39,16,14.6
2020-05-03,India,3900,0,-37,21,31.904762
2020-05-03,Chile,1228,0,-33,19,15.255556
2020-05-03,United States of America,25918,0,-31,8,17.611111
2020-05-03,Japan,174,0,-30,12,19.333333
2020-05-03,South Africa,428,0,-26,18,16.094444
2020-05-03,Germany,685,0,-18,6,11.34127
2020-05-03,South Korea,3,0,-9,1,17.811111
2020-05-04,United Kingdom,3386,0,-64,24,7.933333
2020-05-04,France,576,0,-60,26,16.572222
2020-05-04,South Africa,337,0,-52,26,15.427778
2020-05-04,India,2958,0,-56,27,29.619048
2020-05-04,Colombia,324,0,-56,28,24.190476
2020-05-04,Japan,123,0,-73,29,20.966667
2020-05-04,United States of America,20088,0,-44,16,16.222222
2020-05-04,Turkey,1614,0,-40,16,13.238889
2020-05-04,Chile,980,0,-40,20,16.481481
2020-05-04,Germany,947,0,-30,11,10.072222
2020-05-04,South Korea,2,0,-18,5,20.716667
2020-05-05,South Korea,4,0,-56,14,15.2
2020-05-05,United Kingdom,3667,0,-64,25,6.644444
2020-05-05,India,3561,0,-56,26,29.579365
2020-05-05,South Africa,238,0,-53,26,13.469136
2020-05-05,France,1104,0,-60,27,14.65
2020-05-05,Colombia,678,0,-55,28,24.861111
2020-05-05,Japan,109,0,-73,29,20.883333
2020-05-05,United States of America,22392,0,-45,17,13.882716
2020-05-05,Turkey,1832,0,-41,17,13.655556
2020-05-05,Chile,1373,0,-40,20,14.944444
2020-05-05,Germany,1284,0,-29,12,8.561111
2020-05-06,France,4183,0,-57,24,14.655556
2020-05-06,United Kingdom,3816,0,-63,25,8.522222
2020-05-06,India,3390,0,-54,25,29.460317
2020-05-06,South Africa,421,0,-52,26,13.969136
2020-05-06,Colombia,381,0,-56,27,24.412698
2020-05-06,Japan,84,0,-72,30,17.272222
2020-05-06,United States of America,22719,0,-44,17,12.864198
2020-05-06,Chile,1032,0,-42,22,13.194444
2020-05-06,Turkey,2253,0,-40,17,13.622222
2020-05-06,Germany,1209,0,-28,11,10.655556
2020-05-06,South Korea,12,0,-1,3,17.377778
2020-05-07,France,629,0,-58,25,15.522222
2020-05-07,United Kingdom,3772,0,-63,25,11.872222
2020-05-07,India,3320,0,-56,26,28.968254
2020-05-07,South Africa,643,0,-52,26,14.222222
2020-05-07,Colombia,536,0,-56,28,23.428571
2020-05-07,United States of America,29087,0,-44,17,12.209877
2020-05-07,Chile,1533,0,-42,22,12.935185
2020-05-07,Turkey,1977,0,-39,18,14.766667
2020-05-07,Germany,1251,0,-28,11,13.177778
2020-05-07,Japan,81,0,-26,14,16.466667
2020-05-07,South Korea,18,0,-1,2,16.227778
2020-05-08,India,3277,0,-52,26,29.904762
2020-05-08,United Kingdom,3063,0,-77,30,12.777778
2020-05-08,France,642,0,-82,38,15.972222
2020-05-08,Colombia,679,0,-51,29,22.420635
2020-05-08,South Africa,539,0,-51,29,14.882716
2020-05-08,United States of America,26620,0,-43,18,10.148148
2020-05-08,Turkey,1848,0,-40,19,10.155556
2020-05-08,Chile,1391,0,-40,24,14.0
2020-05-08,Germany,667,0,-31,11,16.072222
2020-05-08,Japan,119,0,-27,16,18.866667
2020-05-08,South Korea,34,0,-1,3,18.833333
2020-05-09,Turkey,1546,0,-64,28,12.683333
2020-05-09,India,4213,0,-49,25,30.420635
2020-05-09,United Kingdom,2162,0,-48,17,13.808642
2020-05-09,Colombia,473,0,-46,25,24.626984
2020-05-09,France,433,0,-39,19,17.166667
2020-05-09,Chile,1247,0,-34,22,13.711111
2020-05-09,South Africa,585,0,-28,19,14.901235
2020-05-09,United States of America,24711,0,-26,9,9.91358
2020-05-09,Japan,51,0,-20,13,18.511111
2020-05-09,Germany,357,0,-8,5,16.481481
2020-05-09,South Korea,35,0,-7,7,15.993827
2020-05-10,Turkey,1542,0,-51,20,14.283333
2020-05-10,United Kingdom,2321,0,-45,14,5.580247
2020-05-10,Colombia,598,0,-38,21,24.515873
2020-05-10,France,209,0,-33,15,16.111111
2020-05-10,India,3604,0,-32,19,31.15873
2020-05-10,Chile,1647,0,-28,18,13.733333
2020-05-10,United States of America,20550,0,-27,7,8.04321
2020-05-10,Japan,76,0,-24,12,20.338889
2020-05-10,South Africa,631,0,-21,17,14.87037
2020-05-10,South Korea,27,0,-5,3,16.161111
2020-05-10,Germany,933,0,-3,4,15.685185
2020-05-11,United Kingdom,3573,0,-62,24,4.811111
2020-05-11,South Korea,26,0,0,3,19.916667
2020-05-11,India,3525,0,-50,25,30.880952
2020-05-11,Colombia,595,0,-50,26,25.095238
2020-05-11,South Africa,697,0,-50,27,14.882716
2020-05-11,France,456,0,-48,19,9.311111
2020-05-11,Chile,1197,0,-44,24,12.685185
2020-05-11,United States of America,18633,0,-42,16,6.395062
2020-05-11,Turkey,1114,0,-36,14,17.711111
2020-05-11,Germany,798,0,-28,11,5.783333
2020-05-11,Japan,150,0,-22,12,20.961111
2020-05-12,United Kingdom,3386,0,-62,24,6.622222
2020-05-12,India,3722,0,-52,24,30.595238
2020-05-12,South Africa,714,0,-50,26,14.709877
2020-05-12,Colombia,757,0,-49,27,23.460317
2020-05-12,France,708,0,-47,18,9.061111
2020-05-12,Chile,1658,0,-44,24,11.157407
2020-05-12,United States of America,23791,0,-43,16,6.771605
2020-05-12,Turkey,1704,0,-37,15,22.194444
2020-05-12,Germany,933,0,-26,11,6.961111
2020-05-12,Japan,55,0,-23,13,21.411111
2020-05-12,South Korea,29,0,-1,2,16.327778
2020-05-13,United Kingdom,3309,0,-61,25,4.422222
2020-05-13,Colombia,719,0,-51,26,20.825397
2020-05-13,South Africa,679,0,-50,26,13.919753
2020-05-13,India,3967,0,-49,23,31.857143
2020-05-13,France,507,0,-45,17,9.677778
2020-05-13,Chile,2660,0,-44,25,10.916667
2020-05-13,United States of America,16495,0,-42,16,10.185185
2020-05-13,Turkey,1639,0,-36,15,22.061111
2020-05-13,Germany,913,0,-26,11,9.361111
2020-05-13,Japan,114,0,-23,13,18.322222
2020-05-13,South Korea,27,0,-2,3,16.461111
2020-05-14,United Kingdom,2622,0,-61,23,7.427778
2020-05-14,Colombia,724,0,-51,24,24.324074
2020-05-14,South Africa,783,0,-50,26,11.462963
2020-05-14,India,3970,0,-49,23,32.857143
2020-05-14,France,622,0,-46,17,11.2
2020-05-14,Chile,2659,0,-45,23,11.574074
2020-05-14,United States of America,33235,0,-43,17,16.901235
2020-05-14,Turkey,1635,0,-35,14,22.233333
2020-05-14,Germany,620,0,-26,10,9.15
2020-05-14,Japan,44,0,-23,12,21.022222
2020-05-14,South Korea,19,0,-2,2,20.35
2020-05-15,United Kingdom,2523,0,-60,24,9.094444
2020-05-15,India,4987,0,-48,23,33.690476
2020-05-15,South Africa,822,0,-48,27,12.481481
2020-05-15,Colombia,639,0,-47,27,24.087302
2020-05-15,France,563,0,-45,19,12.511111
2020-05-15,Chile,2502,0,-44,27,15.101852
2020-05-15,United States of America,25776,0,-42,16,18.271605
2020-05-15,Turkey,1708,0,-36,14,24.416667
2020-05-15,Germany,583,0,-26,10,10.2
2020-05-15,Japan,48,0,-23,15,19.633333
2020-05-15,South Korea,13,0,-5,5,15.033333
2020-05-16,Turkey,1610,0,-56,25,26.616667
2020-05-16,United Kingdom,2076,0,-43,15,9.265432
2020-05-16,India,5242,0,-41,22,33.047619
2020-05-16,Colombia,779,0,-40,23,25.962963
2020-05-16,Chile,1886,0,-38,25,16.255556
2020-05-16,South Africa,1075,0,-25,18,11.117284
2020-05-16,United States of America,24177,0,-24,9,17.969136
2020-05-16,Japan,20,0,-23,14,16.894444
2020-05-16,France,372,0,-20,9,13.533333
2020-05-16,Germany,342,0,-5,5,12.655556
2020-05-16,South Korea,15,0,-4,4,18.87037
2020-05-17,Turkey,1368,0,-45,19,23.955556
2020-05-17,United Kingdom,1833,0,-39,12,10.864198
2020-05-17,Colombia,699,0,-38,21,24.768519
2020-05-17,Chile,2353,0,-37,23,14.277778
2020-05-17,India,4970,0,-27,17,32.873016
2020-05-17,United States of America,18341,0,-25,8,15.246914
2020-05-17,Japan,60,0,-20,9,20.594444
2020-05-17,South Africa,921,0,-20,18,12.938272
2020-05-17,France,120,0,-10,5,13.561111
2020-05-17,South Korea,13,0,-4,2,21.2
2020-05-17,Germany,513,0,-1,3,13.216667
2020-05-18,United Kingdom,2577,0,-59,22,11.916667
2020-05-18,Turkey,1158,0,-64,27,25.894444
2020-05-18,Chile,2278,0,-48,27,13.731481
2020-05-18,South Africa,734,0,-47,26,14.388889
2020-05-18,Colombia,788,0,-46,25,25.037037
2020-05-18,India,5611,0,-45,22,32.007937
2020-05-18,France,492,0,-44,16,15.561111
2020-05-18,United States of America,24187,0,-40,15,14.734568
2020-05-18,Germany,797,0,-26,8,16.738889
2020-05-18,Japan,20,0,-20,13,20.216667
2020-05-18,South Korea,32,0,-2,5,18.233333
2020-05-19,United Kingdom,3046,0,-59,22,13.416667
2020-05-19,Turkey,1022,0,-69,28,24.361111
2020-05-19,Chile,3520,0,-49,26,13.342593
2020-05-19,South Africa,821,0,-48,25,15.438272
2020-05-19,Colombia,699,0,-47,26,22.02381
2020-05-19,India,5609,0,-46,21,32.261905
2020-05-19,France,524,0,-43,16,16.783333
2020-05-19,United States of America,20321,0,-41,15,15.092593
2020-05-19,Germany,745,0,-25,9,17.533333
2020-05-19,Japan,39,0,-22,14,20.244444
2020-05-19,South Korea,12,0,-2,3,13.016667
2020-05-20,United Kingdom,2701,0,-59,22,16.338889
